Sentence	ID	label	score
"地毛なのかパーマなのか、巻き毛のわんこみたいで、ほんとにめちゃんこ可愛かったんだよ！"	428	"POSITIVE"	0.990
"毎週楽しみにしていた「昼顔」だけど、どんどん修羅場に近づいてきていて、前回くらいからすごいヤダ。 もう見たくないよー"	429	"NEGATIVE"	0.988
"あーもうやだやだ！こわいよー！"	430	"NEGATIVE"	0.993
"見終わって20分経つのにまだ引きずってる。 やっぱり修羅場は見るのも遭うのもイヤですね(；´_ゝ`)"	431	"NEGATIVE"	0.966
"誠に地味で申し訳ないのですが、 新しい充電器のおかげで携帯の調子がすこぶる良い。 サクサク！うれしい。"	432	"POSITIVE"	0.995
"とったつもりのライブのチケットがとれてなかった。しかも完売。 ライブなんてなかなかいけないのに！もう、めっちゃいやや！"	433	"NEGATIVE"	0.971
"ヒロミの今の髪型いいなーっ"	434	"POSITIVE"	0.953
"訳あって朝まで飲んだその2時間後に電車に乗っている。 めっっ ちゃしんどい。あかん。"	435	"NEGATIVE"	0.995
"ハイ！ということでね！ この期に及んで初めて、 「買えないかもしれない当日券に並ぶ」というのをやっていますよ！ 折り畳みのイスを持って！"	436	"POSITIVE"	0.712
"コヤソニの興奮が冷めない。 しょっぱなからレキシ！もうあとのことはしらん勢いで燃え尽きました。 マジ最高！"	437	"POSITIVE"	0.985
"あと千鳥の大悟に握手してもらった！ テレビで見るよりめっちゃかっこよくて焦った！"	438	"POSITIVE"	0.994
"わ！僕らの音楽最終回なんや！ 見逃した！"	439	"NEGATIVE"	0.908
"ティキソゥソゥきたーーっ＼(^o^)／"	440	"POSITIVE"	0.913
"大野くんかっこイー！"	441	"POSITIVE"	0.992
"Mステ、嵐にポルノ、思春期を彩った名曲にドキドキが止まらない。"	442	"POSITIVE"	0.965
"昼顔最終回、読了。ならぬ観了。 予想通り、というか、まぁそうなるわなって結末だったけど、 教え子に真摯に向き合ってくれてよかった。納得。"	443	"POSITIVE"	0.977
"片付けが苦手なせいで、また損をしました…( ´△｀)"	444	"NEGATIVE"	0.995
"今朝見た、VAMPS HYDE氏による 目覚ましじゃんけんが忘れられない。 なんかもう、いいお父さんの雰囲気。"	445	"POSITIVE"	0.974
"かっけ～！ HOTEIかっけ～っ！！"	446	"POSITIVE"	0.933
"慣れないもの飲んだらすんげー眠いのに寝れない。 明日がこえええ"	447	"NEGATIVE"	0.955
"ぬーべーはじまったー！\n大好きなマルをみようと思ったら、もこみちが面白くて目がはなせない！"	448	"POSITIVE"	0.953
"家庭科教師役のもこみち。 「高いところからまんべんなくね。」って、 塩の振り方教えてるーー！"	449	"POSITIVE"	0.704
"今日は思いがけず久々の友達とお散歩ランチしたり、たまたまミナミの帝王千原ver.観れたり、別の友達ともお互いの予定の合間にお茶飲めたり、 掃除も洗濯もできたし、全てのタイミングがよくて、好きな友達にも会えて、大充実の幸せな一日だった。 あとはゲームして寝よ。 おやすみなさい"	450	"POSITIVE"	0.984
"ファーストクラス初めて見たけど、ただただ女の黒いとこ集めたドラマかと思いきや、構成がおもしろー！ ま、エグいことはエグいけど…"	451	"POSITIVE"	0.977
"あー！世にも奇妙な～ に見いってしまって、ぬーべー見れなかった！ ちっ！今週もこみちはなにしてくれたんだろー"	452	"NEGATIVE"	0.949
"不要品を整理しようと、まず、下駄箱の中身を全部だしたら靴が44足もあってゾッとしてる"	453	"NEGATIVE"	0.913
"飲みすぎた。寝る。 でも。いい夜だった。幸せに眠ります"	454	"POSITIVE"	0.982
"ずっと入りたかった飲み屋さんに今日はじめてはいった。 記念に写真でもとりたいくらいだったけど我慢した。 でも、撮ったらよかったな。 それくらい、よい夜でした"	455	"POSITIVE"	0.985
"お酒ってさぁ、ほんと。なんなんだろ。"	456	"NEUTRAL"	0.825
"すごく残念なことがあって、分かりやすく落胆してる。 残念だよぉぉぉー！とか、叫んだり。"	457	"NEGATIVE"	0.993
"世にお出ましになったときは、どんなイロモンだと正直思いましたが、 この度出された『日記』が秀逸すぎる。 アラサーちゃんを演じたり、どんどん好きになってきてる。 壇蜜という女(ひと)…"	458	"POSITIVE"	0.956
"晩御飯仲間が誰も捕まらず、一人ごはんもピンと来ず、 はじめての一人おうち焼き肉なう。 けむい…"	459	"NEGATIVE"	0.977
"ユニクロオオサカの広告。 トータス松本がかっこよすぎて身がよじれる。"	460	"POSITIVE"	0.986
"トータス松本は永遠に、不滅です！"	461	"POSITIVE"	0.973
"と、叫び出したくなったけど電車の中なのでやめました。 いつかライブいきたいなー…"	462	"POSITIVE"	0.585
"天気よくなったからお出かけしたいけど毛布とまくらに埋もれる暮らしから抜け出せない"	463	"NEGATIVE"	0.993
"みんな！今からフジテレビでかわいこちゃんの方言が聞けるぞー！ 方言女子(男子も)大好物です。"	464	"POSITIVE"	0.980
"いま、最もしゃべってみたいひと。 古市憲寿という男(ひと)…。"	465	"NEUTRAL"	0.834
"外飲みが好きな友達のために久々に訪れようと調べたら、大好きだったお店が閉店してた。 むかーし昔の彼とよくいった店。 そろそろ当時の私の魂も成仏しただろうからまた行きたかったのに。 さみしいな。"	466	"NEGATIVE"	0.951
"昨日はツイッターを見ながら眠りに落ちたのだけど、 今見たら覚えのないリツィートがある。 でも、納得の内容だったので良しとする。来月のスカパラいきたかったなぁ…"	467	"NEUTRAL"	0.534
"よみたい本がありすぎる。 ここへ来てマジで、kindle買うか悩んでる…"	468	"POSITIVE"	0.619
"めちゃくちゃ眠いのに眠れないっていう、謎な状況…"	469	"NEGATIVE"	0.959
"『仕事』『社会不満足』『聞く力』 よみたい本。メモ…"	470	"NEUTRAL"	0.850
"あと、『壇蜜日和』と『だから日本はズレている』と、あと、あと…(パニック)"	471	"NEUTRAL"	0.801
"かなり年上の友人との晩餐。 顔を合わせたタイミングでごくたまに開催される年に数回のデート。 父親よりも年上の彼との近況報告メインで進む、穏やかな時間が嬉しい。 自分の親とはなかなかできないけど、今日は、大阪の父に親孝行。"	472	"POSITIVE"	0.982
"表でカラスがすごい鳴いてて怖い…"	473	"NEGATIVE"	0.996
"今度はパトカー走りまくってる。 誰かなんかしてんの？怖いってば…"	474	"NEGATIVE"	0.949
"やらなければいけないことがたくさんあるのだけど、 映画にいこうか、カフェでうとうとしようか悩んでる。 休みは何にも縛られたくない。"	475	"NEUTRAL"	0.802
"明日、当たる気満々でガッチリ外れたライブ。 いきたすぎたので、潜入にチャレンジしようかと思っている。 仕事終わるかなぁ…"	476	"NEGATIVE"	0.738
"一仕事終えて今からまた寝る。 朝苦手やけど、悪くないなぁ。"	477	"POSITIVE"	0.812
"変な持ち方をしたり、そもそも量が多すぎたり、 抱えきれないほど持ってはいるけれど、何を持っているか、どれが大切か、なんて把握してなくて、 何か足りない気がして、でもそれが何かわからない。そんな状態。 一度すべて手放したい。 手ぶらで歩いて、一番先に手に取るのは何か、それが知りたい"	478	"NEGATIVE"	0.533
"人見知り治したい…(T_T)"	479	"NEGATIVE"	0.616
"久々に見てたMステ。 林檎ちゃん、すごい服着てる！！"	480	"POSITIVE"	0.984
"からのKinKi ！きゃあきゃあ！"	481	"POSITIVE"	0.986
"ラルク節きたー！hydeきれいなー。でもやっぱりkenヤバイかっこいい！それぞれ個性保って歳とってるね～"	482	"POSITIVE"	0.989
"pata、なんかメイクが変！ おじいちゃんになってる！"	483	"NEGATIVE"	0.752
"YOSHIKI思ったよりもガチムチ！ ムチ、が意外！"	484	"POSITIVE"	0.837
"可愛いよー！可愛すぎるよ林檎ちゃーん！ きゃあきゃあ！"	485	"POSITIVE"	0.992
"おーラスティネイル！"	486	"POSITIVE"	0.506
"謎に首が腫れてる。痛い。 年越しまでもってくれ、、体！！"	487	"NEGATIVE"	0.988
"今朝、弱ってるやつがいるからと父が金魚の水槽に薬をいれていた。 夕方、外出から戻ると、他のにつつかれないよう隔離されていた。 もう、横になってしまっていて、たまに動かしていた胸びれの動きも少なくなった。 がんばれ、と思うけど、 そろそろあかん。"	488	"NEGATIVE"	0.919
"明日の朝帰るんだけど、起きたらあいつは動かなくなってるのかな。 やだなぁ"	489	"NEGATIVE"	0.968
"蟹江敬三かっこえー！"	490	"POSITIVE"	0.989
"結局、私は誰かに依存して生きている"	491	"NEGATIVE"	0.958
"遮二無二働いているわけではないので体は空いているのだけど、 頭のなかがすし詰め状態。 久々に少し時間ができたので、ぎゅうぎゅうの米粒を少しずつ崩していくことにする。"	492	"NEUTRAL"	0.760
"つきがきれい。"	493	"POSITIVE"	0.953
"鼻かみすぎて治してはまたできているできものにオロナイン塗り塗り。 早々となにかに頼ってしまった方が何事もうまくいくとわかり始めたマイレボリューション。"	494	"NEUTRAL"	0.658
"インフルエンザ。 両ハナから鼻水ダラダラ体験。"	495	"NEGATIVE"	0.982
"ひとつは自分の家族出演。 多分実家で暮らし始めたら、父が料理を作っている。てかうどん。 カレーの味をみてほしいとわざわざ電話がくる。 最後に父のカレーを母が食べて冷めたリアクションをしたのが切なかった"	496	"NEGATIVE"	0.949
"もうひとつは忘れてしまった。 久々に眠れたら11時間も寝た。 からだがいたい"	497	"NEGATIVE"	0.630
"インフルエンザこわい。 四日間きっちりのたうち回った。 今朝になってやっと、人間の体温になった。 あと１日は出歩くなと言われてるけど、明日から仕事なんだがどうしよう"	498	"NEGATIVE"	0.974
"たまたま聞いてたラジオに何となく投稿してぼーっとしてたら、すんなり採用されて読まれたので本当に飛び上がるほど驚いてしまった"	499	"POSITIVE"	0.967
"お裁縫…"	500	"NEUTRAL"	0.921
